action,condition,effector,event_index,label,n_trials,onset_s,pin_code,plan_duration_s,run_number,sound_id,trial_duration_s,trial_index,trial_order
sound_go,grasp,,125,go_beep,,281.127583,30,,,go,,16,
marker,grasp,,126,execute_start,,281.128583,,,,,,16,
marker,grasp,,127,iti_start,,283.127583,,,,,,16,
visual_fixation,,,128,iti_fixation,,283.130583,,,,,,16,
visual_fixation,touch,,129,preview_start,,291.127583,,,,,,17,
marker,grasp,,130,trial_end,,291.127583,,,,,17.732,16,
marker,touch,hand,131,trial_start,,291.127583,,5.631,,,,17,
sound_cue,touch,,132,cue_touch,,293.127583,20,,,touch,,17,
sound_go,touch,,133,go_beep,,298.758575,40,,,go,,17,
marker,touch,,134,execute_start,,298.759575,,,,,,17,
marker,touch,,135,iti_start,,300.758575,,,,,,17,
visual_fixation,,,136,iti_fixation,,300.761575,,,,,,17,
visual_fixation,grasp,,137,preview_start,,308.758575,,,,,,18,
marker,touch,,138,trial_end,,308.758575,,,,,17.631,17,
marker,grasp,hand,139,trial_start,,308.758575,,5.739,,,,18,
sound_cue,grasp,,140,cue_grasp,,310.758575,10,,,grasp,,18,
sound_go,grasp,,141,go_beep,,316.497903,30,,,go,,18,
marker,grasp,,142,execute_start,,316.498903,,,,,,18,
marker,grasp,,143,iti_start,,318.497903,,,,,,18,
visual_fixation,,,144,iti_fixation,,318.500903,,,,,,18,
visual_fixation,touch,,145,preview_start,,326.497903,,,,,,19,
marker,grasp,,146,trial_end,,326.497903,,,,,17.739,18,
marker,touch,hand,147,trial_start,,326.497903,,5.38,,,,19,
sound_cue,touch,,148,cue_touch,,328.497903,20,,,touch,,19,
sound_go,touch,,149,go_beep,,333.878226,40,,,go,,19,
marker,touch,,150,execute_start,,333.879226,,,,,,19,
marker,touch,,151,iti_start,,335.878226,,,,,,19,
visual_fixation,,,152,iti_fixation,,335.881226,,,,,,19,
visual_fixation,grasp,,153,preview_start,,343.878226,,,,,,20,
marker,touch,,154,trial_end,,343.878226,,,,,17.38,19,
marker,grasp,hand,155,trial_start,,343.878226,,5.554,,,,20,
sound_cue,grasp,,156,cue_grasp,,345.878226,10,,,grasp,,20,
sound_go,grasp,,157,go_beep,,351.432208,30,,,go,,20,
marker,grasp,,158,execute_start,,351.433208,,,,,,20,
marker,grasp,,159,iti_start,,353.432208,,,,,,20,
visual_fixation,,,160,iti_fixation,,353.435208,,,,,,20,
visual_fixation,touch,,161,preview_start,,361.432208,,,,,,21,
marker,grasp,,162,trial_end,,361.432208,,,,,17.554,20,
marker,touch,hand,163,trial_start,,361.432208,,5.375,,,,21,
sound_cue,touch,,164,cue_touch,,363.432208,20,,,touch,,21,
sound_go,touch,,165,go_beep,,368.807047,40,,,go,,21,
marker,touch,,166,execute_start,,368.808047,,,,,,21,
marker,touch,,167,iti_start,,370.807047,,,,,,21,
visual_fixation,,,168,iti_fixation,,370.810047,,,,,,21,
visual_fixation,grasp,,169,preview_start,,378.807047,,,,,,22,
marker,touch,,170,trial_end,,378.807047,,,,,17.375,21,
marker,grasp,hand,171,trial_start,,378.807047,,5.202,,,,22,
sound_cue,grasp,,172,cue_grasp,,380.807047,10,,,grasp,,22,
sound_go,grasp,,173,go_beep,,386.008716,30,,,go,,22,
marker,grasp,,174,execute_start,,386.009716,,,,,,22,
marker,grasp,,175,iti_start,,388.008716,,,,,,22,
visual_fixation,,,176,iti_fixation,,388.011716,,,,,,22,
visual_fixation,touch,,177,preview_start,,396.008716,,,,,,23,
marker,grasp,,178,trial_end,,396.008716,,,,,17.202,22,
marker,touch,hand,179,trial_start,,396.008716,,5.633,,,,23,
sound_cue,touch,,180,cue_touch,,398.008716,20,,,touch,,23,
sound_go,touch,,181,go_beep,,403.641683,40,,,go,,23,
marker,touch,,182,execute_start,,403.642683,,,,,,23,
marker,touch,,183,iti_start,,405.641683,,,,,,23,
visual_fixation,,,184,iti_fixation,,405.644683,,,,,,23,
visual_fixation,grasp,,185,preview_start,,413.641683,,,,,,24,
marker,touch,,186,trial_end,,413.641683,,,,,17.633,23,
marker,grasp,hand,187,trial_start,,413.641683,,5.18,,,,24,
sound_cue,grasp,,188,cue_grasp,,415.641683,10,,,grasp,,24,
sound_go,grasp,,189,go_beep,,420.821723,30,,,go,,24,
marker,grasp,,190,execute_start,,420.822723,,,,,,24,
marker,grasp,,191,iti_start,,422.821723,,,,,,24,
visual_fixation,,,192,iti_fixation,,422.824723,,,,,,24,
visual_fixation,touch,,193,preview_start,,430.821723,,,,,,25,
marker,grasp,,194,trial_end,,430.821723,,,,,17.18,24,
marker,touch,hand,195,trial_start,,430.821723,,5.941,,,,25,
sound_cue,touch,,196,cue_touch,,432.821723,20,,,touch,,25,
sound_go,touch,,197,go_beep,,438.762405,40,,,go,,25,
marker,touch,,198,execute_start,,438.763405,,,,,,25,
marker,touch,,199,iti_start,,440.762405,,,,,,25,
visual_fixation,,,200,iti_fixation,,440.765405,,,,,,25,
visual_fixation,grasp,,201,preview_start,,448.762405,,,,,,26,
marker,touch,,202,trial_end,,448.762405,,,,,17.941,25,
marker,grasp,hand,203,trial_start,,448.762405,,5.238,,,,26,
sound_cue,grasp,,204,cue_grasp,,450.762405,10,,,grasp,,26,
sound_go,grasp,,205,go_beep,,456.000703,30,,,go,,26,
marker,grasp,,206,execute_start,,456.001703,,,,,,26,
marker,grasp,,207,iti_start,,458.000703,,,,,,26,
visual_fixation,,,208,iti_fixation,,458.003703,,,,,,26,
visual_fixation,touch,,209,preview_start,,466.000703,,,,,,27,
marker,grasp,,210,trial_end,,466.000703,,,,,17.238,26,
marker,touch,hand,211,trial_start,,466.000703,,5.735,,,,27,
sound_cue,touch,,212,cue_touch,,468.000703,20,,,touch,,27,
sound_go,touch,,213,go_beep,,473.735948,40,,,go,,27,
marker,touch,,214,execute_start,,473.736948,,,,,,27,
marker,touch,,215,iti_start,,475.735948,,,,,,27,
visual_fixation,,,216,iti_fixation,,475.738948,,,,,,27,
visual_fixation,grasp,,217,preview_start,,483.735948,,,,,,28,
marker,touch,,218,trial_end,,483.735948,,,,,17.735,27,
marker,grasp,hand,219,trial_start,,483.735948,,5.162,,,,28,
sound_cue,grasp,,220,cue_grasp,,485.735948,10,,,grasp,,28,
sound_go,grasp,,221,go_beep,,490.89769,30,,,go,,28,
marker,grasp,,222,execute_start,,490.89869,,,,,,28,
marker,grasp,,223,iti_start,,492.89769,,,,,,28,
visual_fixation,,,224,iti_fixation,,492.90069,,,,,,28,
visual_fixation,touch,,225,preview_start,,500.89769,,,,,,29,
marker,grasp,,226,trial_end,,500.89769,,,,,17.162,28,
marker,touch,hand,227,trial_start,,500.89769,,5.288,,,,29,
sound_cue,touch,,228,cue_touch,,502.89769,20,,,touch,,29,
sound_go,touch,,229,go_beep,,508.18544,40,,,go,,29,
marker,touch,,230,execute_start,,508.18644,,,,,,29,
marker,touch,,231,iti_start,,510.18544,,,,,,29,
visual_fixation,,,232,iti_fixation,,510.18844,,,,,,29,
visual_fixation,grasp,,233,preview_start,,518.18544,,,,,,30,
marker,touch,,234,trial_end,,518.18544,,,,,17.288,29,
marker,grasp,hand,235,trial_start,,518.18544,,5.314,,,,30,
sound_cue,grasp,,236,cue_grasp,,520.18544,10,,,grasp,,30,
sound_go,grasp,,237,go_beep,,525.499563,30,,,go,,30,
marker,grasp,,238,execute_start,,525.500563,,,,,,30,
marker,grasp,,239,iti_start,,527.499563,,,,,,30,
visual_fixation,,,240,iti_fixation,,527.502563,,,,,,30,
visual_fixation,touch,,241,preview_start,,535.499563,,,,,,31,
marker,grasp,,242,trial_end,,535.499563,,,,,17.314,30,
marker,touch,hand,243,trial_start,,535.499563,,5.196,,,,31,
sound_cue,touch,,244,cue_touch,,537.499563,20,,,touch,,31,
sound_go,touch,,245,go_beep,,542.695505,40,,,go,,31,
marker,touch,,246,execute_start,,542.696505,,,,,,31,
marker,touch,,247,iti_start,,544.695505,,,,,,31,
visual_fixation,,,248,iti_fixation,,544.698505,,,,,,31,
visual_fixation,grasp,,249,preview_start,,552.695505,,,,,,32,
marker,touch,,250,trial_end,,552.695505,,,,,17.196,31,
marker,grasp,hand,251,trial_start,,552.695505,,5.438,,,,32,
sound_cue,grasp,,252,cue_grasp,,554.695505,10,,,grasp,,32,
sound_go,grasp,,253,go_beep,,560.13377,30,,,go,,32,
marker,grasp,,254,execute_start,,560.13477,,,,,,32,
marker,grasp,,255,iti_start,,562.13377,,,,,,32,
visual_fixation,,,256,iti_fixation,,562.13677,,,,,,32,
visual_fixation,touch,,257,preview_start,,570.13377,,,,,,33,
marker,grasp,,258,trial_end,,570.13377,,,,,17.438,32,
marker,touch,hand,259,trial_start,,570.13377,,5.745,,,,33,
sound_cue,touch,,260,cue_touch,,572.13377,20,,,touch,,33,
sound_go,touch,,261,go_beep,,577.879257,40,,,go,,33,
marker,touch,,262,execute_start,,577.880257,,,,,,33,
marker,touch,,263,iti_start,,579.879257,,,,,,33,
visual_fixation,,,264,iti_fixation,,579.882257,,,,,,33,
visual_fixation,grasp,,265,preview_start,,587.879257,,,,,,34,
marker,touch,,266,trial_end,,587.879257,,,,,17.745,33,
marker,grasp,hand,267,trial_start,,587.879257,,5.335,,,,34,
sound_cue,grasp,,268,cue_grasp,,589.879257,10,,,grasp,,34,
sound_go,grasp,,269,go_beep,,595.213953,30,,,go,,34,
marker,grasp,,270,execute_start,,595.214953,,,,,,34,
marker,grasp,,271,iti_start,,597.213953,,,,,,34,
visual_fixation,,,272,iti_fixation,,597.216953,,,,,,34,
visual_fixation,touch,,273,preview_start,,605.213953,,,,,,35,
marker,grasp,,274,trial_end,,605.213953,,,,,17.335,34,
marker,touch,hand,275,trial_start,,605.213953,,5.26,,,,35,
sound_cue,touch,,276,cue_touch,,607.213953,20,,,touch,,35,
sound_go,touch,,277,go_beep,,612.474019,40,,,go,,35,
marker,touch,,278,execute_start,,612.475019,,,,,,35,
marker,touch,,279,iti_start,,614.474019,,,,,,35,
visual_fixation,,,280,iti_fixation,,614.477019,,,,,,35,
visual_fixation,grasp,,281,preview_start,,622.474019,,,,,,36,
marker,touch,,282,trial_end,,622.474019,,,,,17.26,35,
marker,grasp,hand,283,trial_start,,622.474019,,5.645,,,,36,
sound_cue,grasp,,284,cue_grasp,,624.474019,10,,,grasp,,36,
sound_go,grasp,,285,go_beep,,630.119448,30,,,go,,36,
marker,grasp,,286,execute_start,,630.120448,,,,,,36,
marker,grasp,,287,iti_start,,632.119448,,,,,,36,
visual_fixation,,,288,iti_fixation,,632.122448,,,,,,36,
visual_fixation,touch,,289,preview_start,,640.119448,,,,,,37,
marker,grasp,,290,trial_end,,640.119448,,,,,17.645,36,
marker,touch,hand,291,trial_start,,640.119448,,5.622,,,,37,
sound_cue,touch,,292,cue_touch,,642.119448,20,,,touch,,37,
sound_go,touch,,293,go_beep,,647.741888,40,,,go,,37,
marker,touch,,294,execute_start,,647.742888,,,,,,37,
marker,touch,,295,iti_start,,649.741888,,,,,,37,
visual_fixation,,,296,iti_fixation,,649.744888,,,,,,37,
visual_fixation,grasp,,297,preview_start,,657.741888,,,,,,38,
marker,touch,,298,trial_end,,657.741888,,,,,17.622,37,
marker,grasp,hand,299,trial_start,,657.741888,,5.917,,,,38,
sound_cue,grasp,,300,cue_grasp,,659.741888,10,,,grasp,,38,
sound_go,grasp,,301,go_beep,,665.659051,30,,,go,,38,
marker,grasp,,302,execute_start,,665.660051,,,,,,38,
marker,grasp,,303,iti_start,,667.659051,,,,,,38,
visual_fixation,,,304,iti_fixation,,667.662051,,,,,,38,
visual_fixation,touch,,305,preview_start,,675.659051,,,,,,39,
marker,grasp,,306,trial_end,,675.659051,,,,,17.917,38,
marker,touch,hand,307,trial_start,,675.659051,,5.828,,,,39,
sound_cue,touch,,308,cue_touch,,677.659051,20,,,touch,,39,
sound_go,touch,,309,go_beep,,683.487547,40,,,go,,39,
marker,touch,,310,execute_start,,683.488547,,,,,,39,
marker,touch,,311,iti_start,,685.487547,,,,,,39,
visual_fixation,,,312,iti_fixation,,685.490547,,,,,,39,
visual_fixation,grasp,,313,preview_start,,693.487547,,,,,,40,
marker,touch,,314,trial_end,,693.487547,,,,,17.828,39,
marker,grasp,hand,315,trial_start,,693.487547,,5.904,,,,40,
sound_cue,grasp,,316,cue_grasp,,695.487547,10,,,grasp,,40,
sound_go,grasp,,317,go_beep,,701.391712,30,,,go,,40,
marker,grasp,,318,execute_start,,701.392712,,,,,,40,
marker,grasp,,319,iti_start,,703.391712,,,,,,40,
visual_fixation,,,320,iti_fixation,,703.394712,,,,,,40,
visual_fixation,,,321,final_baseline_start,,711.391712,,,,,,,
marker,grasp,,322,trial_end,,711.391712,,,,,17.904,40,
marker,,,323,run_end,,721.391712,,,,,,,
